# Reviewed exact Complete-only definitions; each entry cites platform/pressing evidence.
file	function	signature	reason
include/customcampaign.h	TCampaignStartHeroOption::setTown	void (CMapHeaderData *) __attribute__((thiscall))	Complete starting-option family, retail 13-slot vtable 0x63db0c; ScenarioStruct::Read 0x487e40 selects bonus/crossover/hero records. Pinned DC SCampaign type 0x3558 instead has TCustomCampaignTraits[8][32] and hero[2][8] carry-over pools; no corresponding option types/procedures. Retail slot/body evidence is beside this class in customcampaign.h/.cpp.
src/advmgr.cpp	CAdvPopup::~CAdvPopup	void () __attribute__((thiscall))	Complete adds popup network-state restoration: retail 0x41b120 tests 0x69954c, calls GetNetMsgHandler 0x5537a0 and restores byte +4 from this+0x5c before base teardown. DC 0x34c8 is compgenx and only calls CHeroWindowEx::~CHeroWindowEx; the Windows destructor is written.
src/customcampaign.cpp	TCampaignStartBonusOption::apply	void (void *) __attribute__((thiscall))	Complete starting-option family, retail 13-slot vtable 0x63d98c; ScenarioStruct::Read 0x487e40 selects bonus/crossover/hero records. Pinned DC SCampaign type 0x3558 instead has TCustomCampaignTraits[8][32] and hero[2][8] carry-over pools; no corresponding option types/procedures. Retail slot/body evidence is beside this class in customcampaign.h/.cpp.
src/customcampaign.cpp	TCampaignStartBonusOption::getCount	int () __attribute__((thiscall)) const	Complete starting-option family, retail 13-slot vtable 0x63d98c; ScenarioStruct::Read 0x487e40 selects bonus/crossover/hero records. Pinned DC SCampaign type 0x3558 instead has TCustomCampaignTraits[8][32] and hero[2][8] carry-over pools; no corresponding option types/procedures. Retail slot/body evidence is beside this class in customcampaign.h/.cpp.
src/customcampaign.cpp	TCampaignStartBonusOption::getIconDefName	const char *(void *, int) __attribute__((thiscall)) const	Complete starting-option family, retail 13-slot vtable 0x63d98c; ScenarioStruct::Read 0x487e40 selects bonus/crossover/hero records. Pinned DC SCampaign type 0x3558 instead has TCustomCampaignTraits[8][32] and hero[2][8] carry-over pools; no corresponding option types/procedures. Retail slot/body evidence is beside this class in customcampaign.h/.cpp.
src/customcampaign.cpp	TCampaignStartBonusOption::getIconIndex	int (int) __attribute__((thiscall)) const	Complete starting-option family, retail 13-slot vtable 0x63d98c; ScenarioStruct::Read 0x487e40 selects bonus/crossover/hero records. Pinned DC SCampaign type 0x3558 instead has TCustomCampaignTraits[8][32] and hero[2][8] carry-over pools; no corresponding option types/procedures. Retail slot/body evidence is beside this class in customcampaign.h/.cpp.
src/customcampaign.cpp	TCampaignStartBonusOption::getPlayer	int (int) __attribute__((thiscall)) const	Complete starting-option family, retail 13-slot vtable 0x63d98c; ScenarioStruct::Read 0x487e40 selects bonus/crossover/hero records. Pinned DC SCampaign type 0x3558 instead has TCustomCampaignTraits[8][32] and hero[2][8] carry-over pools; no corresponding option types/procedures. Retail slot/body evidence is beside this class in customcampaign.h/.cpp.
src/customcampaign.cpp	TCampaignStartBonusOption::getText	std::string (void *, int) __attribute__((thiscall)) const	Complete starting-option family, retail 13-slot vtable 0x63d98c; ScenarioStruct::Read 0x487e40 selects bonus/crossover/hero records. Pinned DC SCampaign type 0x3558 instead has TCustomCampaignTraits[8][32] and hero[2][8] carry-over pools; no corresponding option types/procedures. Retail slot/body evidence is beside this class in customcampaign.h/.cpp.
src/customcampaign.cpp	TCampaignStartBonusOption::isBuildingBonus	bool (int) __attribute__((thiscall)) const	Complete starting-option family, retail 13-slot vtable 0x63d98c; ScenarioStruct::Read 0x487e40 selects bonus/crossover/hero records. Pinned DC SCampaign type 0x3558 instead has TCustomCampaignTraits[8][32] and hero[2][8] carry-over pools; no corresponding option types/procedures. Retail slot/body evidence is beside this class in customcampaign.h/.cpp.
src/customcampaign.cpp	TCampaignStartBonusOption::read	void (TAbstractFile *) __attribute__((thiscall))	Complete starting-option family, retail 13-slot vtable 0x63d98c; ScenarioStruct::Read 0x487e40 selects bonus/crossover/hero records. Pinned DC SCampaign type 0x3558 instead has TCustomCampaignTraits[8][32] and hero[2][8] carry-over pools; no corresponding option types/procedures. Retail slot/body evidence is beside this class in customcampaign.h/.cpp.
src/customcampaign.cpp	TCampaignStartBonusOption::setTown	void (CMapHeaderData *) __attribute__((thiscall))	Complete starting-option family, retail 13-slot vtable 0x63d98c; ScenarioStruct::Read 0x487e40 selects bonus/crossover/hero records. Pinned DC SCampaign type 0x3558 instead has TCustomCampaignTraits[8][32] and hero[2][8] carry-over pools; no corresponding option types/procedures. Retail slot/body evidence is beside this class in customcampaign.h/.cpp.
src/customcampaign.cpp	TCampaignStartBonusOption::~TCampaignStartBonusOption	void () __attribute__((thiscall))	Complete starting-option family, retail 13-slot vtable 0x63d98c; ScenarioStruct::Read 0x487e40 selects bonus/crossover/hero records. Pinned DC SCampaign type 0x3558 instead has TCustomCampaignTraits[8][32] and hero[2][8] carry-over pools; no corresponding option types/procedures. Retail slot/body evidence is beside this class in customcampaign.h/.cpp.
src/customcampaign.cpp	TCampaignStartCrossoverOption::getCount	int () __attribute__((thiscall)) const	Complete starting-option family, retail 13-slot vtable 0x63dad8; ScenarioStruct::Read 0x487e40 selects bonus/crossover/hero records. Pinned DC SCampaign type 0x3558 instead has TCustomCampaignTraits[8][32] and hero[2][8] carry-over pools; no corresponding option types/procedures. Retail slot/body evidence is beside this class in customcampaign.h/.cpp.
src/customcampaign.cpp	TCampaignStartCrossoverOption::getIconDefName	const char *(void *, int) __attribute__((thiscall)) const	Complete starting-option family, retail 13-slot vtable 0x63dad8; ScenarioStruct::Read 0x487e40 selects bonus/crossover/hero records. Pinned DC SCampaign type 0x3558 instead has TCustomCampaignTraits[8][32] and hero[2][8] carry-over pools; no corresponding option types/procedures. Retail slot/body evidence is beside this class in customcampaign.h/.cpp.
src/customcampaign.cpp	TCampaignStartCrossoverOption::getPlayer	int (int) __attribute__((thiscall)) const	Complete starting-option family, retail 13-slot vtable 0x63dad8; ScenarioStruct::Read 0x487e40 selects bonus/crossover/hero records. Pinned DC SCampaign type 0x3558 instead has TCustomCampaignTraits[8][32] and hero[2][8] carry-over pools; no corresponding option types/procedures. Retail slot/body evidence is beside this class in customcampaign.h/.cpp.
src/customcampaign.cpp	TCampaignStartCrossoverOption::getText	std::string (void *, int) __attribute__((thiscall)) const	Complete starting-option family, retail 13-slot vtable 0x63dad8; ScenarioStruct::Read 0x487e40 selects bonus/crossover/hero records. Pinned DC SCampaign type 0x3558 instead has TCustomCampaignTraits[8][32] and hero[2][8] carry-over pools; no corresponding option types/procedures. Retail slot/body evidence is beside this class in customcampaign.h/.cpp.
src/customcampaign.cpp	TCampaignStartCrossoverOption::isBuildingBonus	bool (int) __attribute__((thiscall)) const	Complete starting-option family, retail 13-slot vtable 0x63dad8; ScenarioStruct::Read 0x487e40 selects bonus/crossover/hero records. Pinned DC SCampaign type 0x3558 instead has TCustomCampaignTraits[8][32] and hero[2][8] carry-over pools; no corresponding option types/procedures. Retail slot/body evidence is beside this class in customcampaign.h/.cpp.
src/customcampaign.cpp	TCampaignStartCrossoverOption::read	void (TAbstractFile *) __attribute__((thiscall))	Complete starting-option family, retail 13-slot vtable 0x63dad8; ScenarioStruct::Read 0x487e40 selects bonus/crossover/hero records. Pinned DC SCampaign type 0x3558 instead has TCustomCampaignTraits[8][32] and hero[2][8] carry-over pools; no corresponding option types/procedures. Retail slot/body evidence is beside this class in customcampaign.h/.cpp.
src/customcampaign.cpp	TCampaignStartCrossoverOption::slot12	bool (void *, int) __attribute__((thiscall)) const	Complete starting-option family, retail 13-slot vtable 0x63dad8; ScenarioStruct::Read 0x487e40 selects bonus/crossover/hero records. Pinned DC SCampaign type 0x3558 instead has TCustomCampaignTraits[8][32] and hero[2][8] carry-over pools; no corresponding option types/procedures. Retail slot/body evidence is beside this class in customcampaign.h/.cpp.
src/customcampaign.cpp	TCampaignStartCrossoverOption::slot5	int (void *, int) __attribute__((thiscall)) const	Complete starting-option family, retail 13-slot vtable 0x63dad8; ScenarioStruct::Read 0x487e40 selects bonus/crossover/hero records. Pinned DC SCampaign type 0x3558 instead has TCustomCampaignTraits[8][32] and hero[2][8] carry-over pools; no corresponding option types/procedures. Retail slot/body evidence is beside this class in customcampaign.h/.cpp.
src/customcampaign.cpp	TCampaignStartHeroOption::getCount	int () __attribute__((thiscall)) const	Complete starting-option family, retail 13-slot vtable 0x63db0c; ScenarioStruct::Read 0x487e40 selects bonus/crossover/hero records. Pinned DC SCampaign type 0x3558 instead has TCustomCampaignTraits[8][32] and hero[2][8] carry-over pools; no corresponding option types/procedures. Retail slot/body evidence is beside this class in customcampaign.h/.cpp.
src/customcampaign.cpp	TCampaignStartHeroOption::getIconDefName	const char *(void *, int) __attribute__((thiscall)) const	Complete starting-option family, retail 13-slot vtable 0x63db0c; ScenarioStruct::Read 0x487e40 selects bonus/crossover/hero records. Pinned DC SCampaign type 0x3558 instead has TCustomCampaignTraits[8][32] and hero[2][8] carry-over pools; no corresponding option types/procedures. Retail slot/body evidence is beside this class in customcampaign.h/.cpp.
src/customcampaign.cpp	TCampaignStartHeroOption::getPlayer	int (int) __attribute__((thiscall)) const	Complete starting-option family, retail 13-slot vtable 0x63db0c; ScenarioStruct::Read 0x487e40 selects bonus/crossover/hero records. Pinned DC SCampaign type 0x3558 instead has TCustomCampaignTraits[8][32] and hero[2][8] carry-over pools; no corresponding option types/procedures. Retail slot/body evidence is beside this class in customcampaign.h/.cpp.
src/customcampaign.cpp	TCampaignStartHeroOption::getText	std::string (void *, int) __attribute__((thiscall)) const	Complete starting-option family, retail 13-slot vtable 0x63db0c; ScenarioStruct::Read 0x487e40 selects bonus/crossover/hero records. Pinned DC SCampaign type 0x3558 instead has TCustomCampaignTraits[8][32] and hero[2][8] carry-over pools; no corresponding option types/procedures. Retail slot/body evidence is beside this class in customcampaign.h/.cpp.
src/customcampaign.cpp	TCampaignStartHeroOption::isBuildingBonus	bool (int) __attribute__((thiscall)) const	Complete starting-option family, retail 13-slot vtable 0x63db0c; ScenarioStruct::Read 0x487e40 selects bonus/crossover/hero records. Pinned DC SCampaign type 0x3558 instead has TCustomCampaignTraits[8][32] and hero[2][8] carry-over pools; no corresponding option types/procedures. Retail slot/body evidence is beside this class in customcampaign.h/.cpp.
src/customcampaign.cpp	TCampaignStartHeroOption::read	void (TAbstractFile *) __attribute__((thiscall))	Complete starting-option family, retail 13-slot vtable 0x63db0c; ScenarioStruct::Read 0x487e40 selects bonus/crossover/hero records. Pinned DC SCampaign type 0x3558 instead has TCustomCampaignTraits[8][32] and hero[2][8] carry-over pools; no corresponding option types/procedures. Retail slot/body evidence is beside this class in customcampaign.h/.cpp.
src/customcampaign.cpp	TCampaignStartHeroOption::slot7	int (int) __attribute__((thiscall)) const	Complete starting-option family, retail 13-slot vtable 0x63db0c; ScenarioStruct::Read 0x487e40 selects bonus/crossover/hero records. Pinned DC SCampaign type 0x3558 instead has TCustomCampaignTraits[8][32] and hero[2][8] carry-over pools; no corresponding option types/procedures. Retail slot/body evidence is beside this class in customcampaign.h/.cpp.
src/customcampaign.cpp	TCampaignStartOption::slot12	bool (void *, int) __attribute__((thiscall)) const	Complete starting-option family, retail 13-slot vtable 0x63d958; ScenarioStruct::Read 0x487e40 selects bonus/crossover/hero records. Pinned DC SCampaign type 0x3558 instead has TCustomCampaignTraits[8][32] and hero[2][8] carry-over pools; no corresponding option types/procedures. Retail slot/body evidence is beside this class in customcampaign.h/.cpp.
src/customcampaign.cpp	TCampaignStartOption::slot5	int (void *, int) __attribute__((thiscall)) const	Complete starting-option family, retail 13-slot vtable 0x63d958; ScenarioStruct::Read 0x487e40 selects bonus/crossover/hero records. Pinned DC SCampaign type 0x3558 instead has TCustomCampaignTraits[8][32] and hero[2][8] carry-over pools; no corresponding option types/procedures. Retail slot/body evidence is beside this class in customcampaign.h/.cpp.
src/customcampaign.cpp	TCampaignStartOption::slot7	int (int) __attribute__((thiscall)) const	Complete starting-option family, retail 13-slot vtable 0x63d958; ScenarioStruct::Read 0x487e40 selects bonus/crossover/hero records. Pinned DC SCampaign type 0x3558 instead has TCustomCampaignTraits[8][32] and hero[2][8] carry-over pools; no corresponding option types/procedures. Retail slot/body evidence is beside this class in customcampaign.h/.cpp.
src/customcampaign.cpp	TCampaignStartOption::~TCampaignStartOption	void () __attribute__((thiscall))	Complete starting-option family, retail 13-slot vtable 0x63d958; ScenarioStruct::Read 0x487e40 selects bonus/crossover/hero records. Pinned DC SCampaign type 0x3558 instead has TCustomCampaignTraits[8][32] and hero[2][8] carry-over pools; no corresponding option types/procedures. Retail slot/body evidence is beside this class in customcampaign.h/.cpp.
src/customcampaign.cpp	TCampaignStartHeroOption::TCampaignStartHeroOption	void () __attribute__((thiscall))	Complete starting-hero option, vtable 0x63db0c. Retail 0x4883d0 is called by ScenarioStruct::Read 0x487e40; pinned DC SCampaign type 0x3558 has fixed carry-over pools and no option type. Implicit-form emission probe documented beside the constructor.
include/mapcell.h	CObjectType::CObjectType	void () __attribute__((thiscall))	Required C++98 default constructor after the Complete-only TObjectType* conversion constructor suppresses implicit default generation. Retail mapcell resize temporaries construct the string and five bitsets; DC class 0x309b has only generated default/copy constructors (field attributes 0x103).
src/mapcell.cpp	CObjectType::CObjectType	void (TObjectType *) __attribute__((thiscall))	Complete conversion constructor at 0x506080: constructs the string and five masks before converting the 0x4c-byte editor template, including the additional ten-bit mask at +0x34. DC class 0x309b/fieldlist 0x309c declares only generated default/copy constructors (0x103), with no TObjectType* overload.
src/bitmap16.cpp	Bitmap16Bit::getSize	unsigned int () __attribute__((thiscall)) const	Complete resource virtual interface: retail vtable 0x63b9c8 slot 2 points to 0x44e240. Pinned DC resource types 0x1037/0x1dc9, fields 0x1860/0x1dca, have only destructor virtuals and ordinary AddRef/Release; no Dispose/GetSize interface. Full derived-class records confirm the absent overrides; see include/resource.h.
src/bitmap24.cpp	Bitmap24Bit::getSize	unsigned int () __attribute__((thiscall)) const	Complete resource virtual interface: retail vtable 0x63b9f4 slot 2 points to 0x44f180. Pinned DC resource types 0x1037/0x1dc9, fields 0x1860/0x1dca, have only destructor virtuals and ordinary AddRef/Release; no Dispose/GetSize interface. Full derived-class records confirm the absent overrides; see include/resource.h.
src/bitmap816.cpp	Bitmap816::getSize	unsigned int () __attribute__((thiscall)) const	Complete resource virtual interface: retail vtable 0x63ba14 slot 2 points to 0x44fe30. Pinned DC resource types 0x1037/0x1dc9, fields 0x1860/0x1dca, have only destructor virtuals and ordinary AddRef/Release; no Dispose/GetSize interface. Full derived-class records confirm the absent overrides; see include/resource.h.
src/csprite.cpp	CSprite::getSize	unsigned int () __attribute__((thiscall)) const	Complete resource virtual interface: retail vtable 0x63d6b0 slot 2 points to 0x47bd50. Pinned DC resource types 0x1037/0x1dc9, fields 0x1860/0x1dca, have only destructor virtuals and ordinary AddRef/Release; no Dispose/GetSize interface. Full derived-class records confirm the absent overrides; see include/resource.h.
src/cspriteframe.cpp	CSpriteFrame::getSize	unsigned int () __attribute__((thiscall)) const	Complete resource virtual interface: retail vtable 0x63d6bc slot 2 points to 0x47c560. Pinned DC resource types 0x1037/0x1dc9, fields 0x1860/0x1dca, have only destructor virtuals and ordinary AddRef/Release; no Dispose/GetSize interface. Full derived-class records confirm the absent overrides; see include/resource.h.
src/font.cpp	font::getSize	unsigned int () __attribute__((thiscall)) const	Complete resource virtual interface: retail vtable 0x63e5f4 slot 2 points to 0x4b5250. Pinned DC resource types 0x1037/0x1dc9, fields 0x1860/0x1dca, have only destructor virtuals and ordinary AddRef/Release; no Dispose/GetSize interface. Full derived-class records confirm the absent overrides; see include/resource.h.
src/palette.cpp	TPalette16::getSize	unsigned int () __attribute__((thiscall)) const	Complete resource virtual interface: retail vtable 0x640368 slot 2 points to 0x522b40. Pinned DC resource types 0x1037/0x1dc9, fields 0x1860/0x1dca, have only destructor virtuals and ordinary AddRef/Release; no Dispose/GetSize interface. Full derived-class records confirm the absent overrides; see include/resource.h.
src/palette.cpp	TPalette24::getSize	unsigned int () __attribute__((thiscall)) const	Complete resource virtual interface: retail vtable 0x640374 slot 2 points to 0x522f70. Pinned DC resource types 0x1037/0x1dc9, fields 0x1860/0x1dca, have only destructor virtuals and ordinary AddRef/Release; no Dispose/GetSize interface. Full derived-class records confirm the absent overrides; see include/resource.h.
src/resourcemanager.cpp	resource::dispose	void () __attribute__((thiscall))	Complete resource virtual interface: retail vtable 0x640ffc slot 1 points to 0x55d0f0. Pinned DC resource types 0x1037/0x1dc9, fields 0x1860/0x1dca, have only destructor virtuals and ordinary AddRef/Release; no Dispose/GetSize interface. Full derived-class records confirm the absent overrides; see include/resource.h.
src/resourcemanager.cpp	CSprite::dispose	void () __attribute__((thiscall))	Complete resource virtual interface: retail vtable 0x63d6b0 slot 1 points to 0x55d1a0. Pinned DC resource types 0x1037/0x1dc9, fields 0x1860/0x1dca, have only destructor virtuals and ordinary AddRef/Release; no Dispose/GetSize interface. Full derived-class records confirm the absent overrides; see include/resource.h.
src/sample.cpp	sample::getSize	unsigned int () __attribute__((thiscall)) const	Complete resource virtual interface: retail vtable 0x6416d0 slot 2 points to 0x566e90. Pinned DC resource types 0x1037/0x1dc9, fields 0x1860/0x1dca, have only destructor virtuals and ordinary AddRef/Release; no Dispose/GetSize interface. Full derived-class records confirm the absent overrides; see include/resource.h. DC sample types 0x1c9a/0x51ce have no resource base or virtual methods; retail constructor 0x566da0 proves the new resource base.
src/textresource.cpp	TTextResource::getSize	unsigned int () __attribute__((thiscall)) const	Complete resource virtual interface: retail vtable 0x642d98 slot 2 points to 0x5bbe20. Pinned DC resource types 0x1037/0x1dc9, fields 0x1860/0x1dca, have only destructor virtuals and ordinary AddRef/Release; no Dispose/GetSize interface. Full derived-class records confirm the absent overrides; see include/resource.h.
src/textresource.cpp	TSpreadsheetResource::getSize	unsigned int () __attribute__((thiscall)) const	Complete resource virtual interface: retail vtable 0x642da4 slot 2 points to 0x5bc160. Pinned DC resource types 0x1037/0x1dc9, fields 0x1860/0x1dca, have only destructor virtuals and ordinary AddRef/Release; no Dispose/GetSize interface. Full derived-class records confirm the absent overrides; see include/resource.h.
src/hero.cpp	hero::heroFn004D9B30	int (int) __attribute__((thiscall))	Complete combination-artifact function at 0x4d9b30; retained body/caller evidence in src/hero.cpp. Pinned DC TArtifact 0x1b5a / fields 0x1b59 ends at kNumArtifacts=127, and TArtifactTraits 0x3d9c / fields 0x3d9d is 20 bytes with no comboType/targetCombo. Retail extends the traits to 32 bytes and supplies the 24-byte combination records via 0x660b6c; see include/artifact.h.
src/hero.cpp	hero::heroFn004D9CC0	int (int) __attribute__((thiscall))	Complete combination-artifact function at 0x4d9cc0; retained body/caller evidence in src/hero.cpp. Pinned DC TArtifact 0x1b5a / fields 0x1b59 ends at kNumArtifacts=127, and TArtifactTraits 0x3d9c / fields 0x3d9d is 20 bytes with no comboType/targetCombo. Retail extends the traits to 32 bytes and supplies the 24-byte combination records via 0x660b6c; see include/artifact.h.
src/hero.cpp	hero::heroFn004DBE80	unsigned char (int) __attribute__((thiscall))	Complete combination-artifact function at 0x4dbe80; retained body/caller evidence in src/hero.cpp. Pinned DC TArtifact 0x1b5a / fields 0x1b59 ends at kNumArtifacts=127, and TArtifactTraits 0x3d9c / fields 0x3d9d is 20 bytes with no comboType/targetCombo. Retail extends the traits to 32 bytes and supplies the 24-byte combination records via 0x660b6c; see include/artifact.h.
src/hero.cpp	hero::heroFn004DBF30	unsigned char (int, long) __attribute__((thiscall))	Complete combination-artifact function at 0x4dbf30; retained body/caller evidence in src/hero.cpp. Pinned DC TArtifact 0x1b5a / fields 0x1b59 ends at kNumArtifacts=127, and TArtifactTraits 0x3d9c / fields 0x3d9d is 20 bytes with no comboType/targetCombo. Retail extends the traits to 32 bytes and supplies the 24-byte combination records via 0x660b6c; see include/artifact.h.
src/hero.cpp	hero::heroFn004DC070	void (long) __attribute__((thiscall))	Complete combination-artifact function at 0x4dc070; retained body/caller evidence in src/hero.cpp. Pinned DC TArtifact 0x1b5a / fields 0x1b59 ends at kNumArtifacts=127, and TArtifactTraits 0x3d9c / fields 0x3d9d is 20 bytes with no comboType/targetCombo. Retail extends the traits to 32 bytes and supplies the 24-byte combination records via 0x660b6c; see include/artifact.h.
src/hero.cpp	hero::heroFn004DC100	void (long) __attribute__((thiscall))	Complete combination-artifact function at 0x4dc100; retained body/caller evidence in src/hero.cpp. Pinned DC TArtifact 0x1b5a / fields 0x1b59 ends at kNumArtifacts=127, and TArtifactTraits 0x3d9c / fields 0x3d9d is 20 bytes with no comboType/targetCombo. Retail extends the traits to 32 bytes and supplies the 24-byte combination records via 0x660b6c; see include/artifact.h.
src/rmg.cpp	TRmgTemplate::~TRmgTemplate	void () __attribute__((thiscall))	Complete RMG template owner: retail 0x532fe0 deletes the zone-pointer elements then destroys the zones/name members; generator destruction calls it at 0x537e84 before freeing the template. No Dreamcast RMG class or compiland; src/rmg.cpp and include/rmg.h document the matching field layout.
src/singleselectionpopups.cpp	TRandomMapProgress::TRandomMapProgress	void (int) __attribute__((thiscall))	Complete-only random-map generation progress window, retail 0x00576f00; ctor 0x00576f00 stores vtable 0x00641b14, whose destructor/SetTotal/Advance slots are 0x00577090/0x00577300/0x00577320; repaint 0x00577180 is called by ctor and both updates. The Dreamcast popup procedure inventory and full class field lists contain no RMG/progress class; the older popup source ends with the team-alignment dialog. See src/singleselectionpopups.cpp.
src/singleselectionpopups.cpp	TRandomMapProgress::~TRandomMapProgress	void () __attribute__((thiscall))	Complete-only random-map generation progress window, retail 0x005770c0; ctor 0x00576f00 stores vtable 0x00641b14, whose destructor/SetTotal/Advance slots are 0x00577090/0x00577300/0x00577320; repaint 0x00577180 is called by ctor and both updates. The Dreamcast popup procedure inventory and full class field lists contain no RMG/progress class; the older popup source ends with the team-alignment dialog. See src/singleselectionpopups.cpp.
src/singleselectionpopups.cpp	TRandomMapProgress::loadProgFn00577180	void () __attribute__((thiscall))	Complete-only random-map generation progress window, retail 0x00577180; ctor 0x00576f00 stores vtable 0x00641b14, whose destructor/SetTotal/Advance slots are 0x00577090/0x00577300/0x00577320; repaint 0x00577180 is called by ctor and both updates. The Dreamcast popup procedure inventory and full class field lists contain no RMG/progress class; the older popup source ends with the team-alignment dialog. See src/singleselectionpopups.cpp.
src/singleselectionpopups.cpp	TRandomMapProgress::setTotal	void (int) __attribute__((thiscall))	Complete-only random-map generation progress window, retail 0x00577300; ctor 0x00576f00 stores vtable 0x00641b14, whose destructor/SetTotal/Advance slots are 0x00577090/0x00577300/0x00577320; repaint 0x00577180 is called by ctor and both updates. The Dreamcast popup procedure inventory and full class field lists contain no RMG/progress class; the older popup source ends with the team-alignment dialog. See src/singleselectionpopups.cpp.
src/singleselectionpopups.cpp	TRandomMapProgress::advance	void (int) __attribute__((thiscall))	Complete-only random-map generation progress window, retail 0x00577320; ctor 0x00576f00 stores vtable 0x00641b14, whose destructor/SetTotal/Advance slots are 0x00577090/0x00577300/0x00577320; repaint 0x00577180 is called by ctor and both updates. The Dreamcast popup procedure inventory and full class field lists contain no RMG/progress class; the older popup source ends with the team-alignment dialog. See src/singleselectionpopups.cpp.
src/command.cpp	combatManager::isComputerAction	unsigned char (const army *) __attribute__((thiscall))	Complete extracts the army-pointer policy into retail 0x474bf0 (ret 4), called by the retained nullary adapter 0x474ba0. DC 0x6bebc obtains get_current_army internally; full class method types 0x4354/0x4ca2/0x6700 declare only the nullary entry, which retains that DC identity.
src/tradpost.cpp	doFreelancersGuild	void (hero *) __attribute__((fastcall))	Complete map-object 213 entry at 0x5e9e60 receives hero in ECX and selects guild pricing 5/source 3. DC 0x188518 reads townToView, checks visitingHeroId, calls CountMarkets/GetHero and selects source 0, identifying the separate retained town-screen overload 0x5e9ea0.
